day_key,google_doc_title,google_doc_contains,retargeted_pdfs,response_route_candidates,student_page,teacher_page,onenote_status,google_doc_id,flag
6SW-Wk3-Day5,CCE | 6SW Wk3 Day 5 | Marketing Plan Pitches + eDynamic 4.1 + H&L Favorites,exit-ticket-only (Career and College Explorations - Concept Map; 1320 chars body),6sw-wk3-marketing-evidence-brief.pdf [worksheet/4p] #14578336 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk3-marketing-evidence-brief.pdf/4p #14562733,14578336 inDoc=no student=NOT-LINKED teacher=LINKED || 6sw-wk3-marketing-evidence-rubric.pdf/2p #14578337 inDoc=no student=LINKED teacher=LINKED",student-6sw-wk3-day-5-ethical-marketing-evidence-brief,teacher-6sw-wk3-day-5-facilitator-guide,pending,1Y6GFiN78tbPo076JbHb9u9JfMUml9ZEdHA66jl-6NL8,COLLAPSED
6SW-Wk4-Day1,CCE | 6SW Wk4 Day 1 | Sales Pathway + Pitching Investors Setup,exit-ticket-only (Career and College Explorations - Mini-Case; 1331 chars body),6sw-wk4-sales-pitch-plan.pdf [worksheet/2p] #14579336 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk4-sales-pitch-plan.pdf/2p #14562749,14579336 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk4-day-1-audience-and-sales-pitch-plan,teacher-6sw-wk4-day-1-facilitator-guide,pending,11Dz2W7M0xqwL2YWyfTcCUKm4Csc4klTx87vNgV69Cws,COLLAPSED
6SW-Wk4-Day2,CCE | 6SW Wk4 Day 2 | Slide Deck + Giving and Receiving Feedback,exit-ticket-only (Career and College Explorations - Multi-Question Diagnostic MCQ; 1364 chars body),6sw-wk4-pitch-delivery-record.pdf [worksheet/2p] #14579337 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk4-pitch-delivery-record.pdf/2p #14562750,14579337 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk4-day-2-deliver-test-and-revise,teacher-6sw-wk4-day-2-facilitator-guide,pending,1F1hMo_XUDFC-sBs1ex-isFau2SLaURIN_YxgbPsuh-E,COLLAPSED
6SW-Wk4-Day3,CCE | 6SW Wk4 Day 3 | Investor Pitches + Career Presentation Outline,exit-ticket-only (Career and College Explorations - Short Constructed Response; 914 chars body),6sw-wk4-brainboost-and-career-outline.pdf [worksheet/2p] #14579338 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk4-brainboost-and-career-outline.pdf/2p #14562751,14579338 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk4-day-3-brainboost-decision-and-career-outline,teacher-6sw-wk4-day-3-facilitator-guide,pending,1ud6DX18VXUhv_pnZbfIZf7Xnzxw3unUyOjjDUNrNOBA,COLLAPSED
6SW-Wk4-Day4,CCE | 6SW Wk4 Day 4 | Interview Appearance + Practice Presentations,exit-ticket-only (Career and College Explorations - Routed Decision Tree; 1148 chars body),6sw-wk4-appearance-and-rehearsal.pdf [worksheet/2p] #14596080 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk4-appearance-and-rehearsal.pdf/2p #14596080,14596086 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk4-day-4-interview-appearance-and-rehearsal,teacher-6sw-wk4-day-4-facilitator-guide,pending,1zVAt8D4gDqnu3sI5EwWch5cQcxIq2yvDu60gDB2gxtE,COLLAPSED
6SW-Wk4-Day5,CCE | 6SW Wk4 Day 5 | Career Presentations Day,exit-ticket-only (Career and College Explorations - 3-2-1 Reflective; 1262 chars body),6sw-wk4-career-oral-evidence.pdf [worksheet/2p] #14596081 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk4-career-oral-evidence.pdf/2p #14596081,14596087 inDoc=no student=NOT-LINKED teacher=LINKED || 6sw-wk4-career-oral-rubric.pdf/2p #14596082 inDoc=no student=LINKED teacher=LINKED",student-6sw-wk4-day-5-career-oral-evidence-brief,teacher-6sw-wk4-day-5-facilitator-guide,pending,1_ZC31w6pL3tZlEx6mG_rhBiiiMEyirL1cUXExi516Zk,COLLAPSED
6SW-Wk5-Day1,CCE | 6SW Wk5 Day 1 | Job Search Steps + Admin Pathway,exit-ticket-only (Career and College Explorations - Seven-Bubble Ordered Concept Map; 1223 chars body),6sw-wk5-job-search-and-posting-evidence.pdf [worksheet/2p] #14579492 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk5-job-search-and-posting-evidence.pdf/2p #14562758,14579492 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk5-day-1-job-search-and-posting-screen,teacher-6sw-wk5-day-1-facilitator-guide,pending,1TWgRMdH-gDvpUO-BxB0y4316mCo8t3IjRCBLeIXUbpk,COLLAPSED
6SW-Wk5-Day2,CCE | 6SW Wk5 Day 2 | Cover Letter Writing,exit-ticket-only (Career and College Explorations - Comparison Matrix; 947 chars body),6sw-wk5-cover-letter-simulation.pdf [worksheet/3p] #14579493 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk5-cover-letter-simulation.pdf/3p #14562759,14579493 inDoc=no student=NOT-LINKED teacher=LINKED || 6sw-wk5-job-skills-rubric.pdf/2p #14611301 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk5-day-2-tailored-cover-letter,teacher-6sw-wk5-day-2-facilitator-guide,pending,192n8TANNnRP7PpN89Bw9R_2oKXZmOAjZ-oyHZs3M_ts,COLLAPSED
6SW-Wk5-Day3,CCE | 6SW Wk5 Day 3 | Job Application + References Protocol,exit-ticket-only (Career and College Explorations - Procedural Decision Tree; 1407 chars body),6sw-wk5-application-and-references.pdf [worksheet/4p] #14579494 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk5-application-and-references.pdf/4p #14562760,14579494 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk5-day-3-sample-application-and-references,teacher-6sw-wk5-day-3-facilitator-guide,pending,1G_DYmms-Q5MmXddjZaY1WDA9isDINbuYxNdkN7qG9e4,COLLAPSED
6SW-Wk5-Day4,CCE | 6SW Wk5 Day 4 | Mock Interview Prep + Fishbowl Demo,exit-ticket-only (Career and College Explorations - Short Constructed Response; 956 chars body),6sw-wk5-interview-readiness.pdf [worksheet/3p] #14611299 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk5-interview-readiness.pdf/3p #14579523,14611299 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk5-day-4-interview-preparation,teacher-6sw-wk5-day-4-facilitator-guide,pending,1qXRmR9Hit6ebMt9tG9_ClIetVXSSR4S5IT2fpE5M4UQ,COLLAPSED
6SW-Wk5-Day5,CCE | 6SW Wk5 Day 5 | Mock Interview Day + Thank-You Letter,exit-ticket-only (Career and College Explorations - 3-2-1 Reflective; 1038 chars body),6sw-wk5-mock-interview-and-thank-you.pdf [worksheet/4p] #14611300 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk5-job-skills-rubric.pdf/2p #14611301 inDoc=no student=LINKED teacher=LINKED || 6sw-wk5-mock-interview-and-thank-you.pdf/4p #14562761,14611300 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk5-day-5-mock-interview-and-follow-up,teacher-6sw-wk5-day-5-facilitator-guide,pending,1UAxy4EoWYyjsL94cbZ0ZG-4sNKqBsfsW1DDb40yw7zw,COLLAPSED
6SW-Wk6-Day1,CCE | 6SW Wk6 Day 1 | Iceberg Reflection + Finalize H&L Career Plan,exit-ticket-only (Career and College Explorations - Venn Diagram; 906 chars body),6sw-wk6-career-evidence-inventory.pdf [worksheet/2p] #14579639 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk6-career-evidence-inventory.pdf/2p #14562776,14579639 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk6-day-1-evidence-audit-and-recovery,teacher-6sw-wk6-day-1-facilitator-guide,pending,1Q8kcr9JEk9wFTzoDcetKxlTK_7c2Q-omwX_07xP2h_s,COLLAPSED
6SW-Wk6-Day2,CCE | 6SW Wk6 Day 2 | Written Career Plan + Presentation Outline,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1102 chars body),6sw-wk6-individual-career-plan.pdf [worksheet/4p] #14579640 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk6-individual-career-plan.pdf/4p #14562777,14579640 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk6-day-2-individual-career-plan,teacher-6sw-wk6-day-2-facilitator-guide,pending,1xiJUSknBxEzKotlNMfx190WjoZG53394F0GKvruHLoM,COLLAPSED
6SW-Wk6-Day3,CCE | 6SW Wk6 Day 3 | Capstone Presentations Day 1,exit-ticket-only (Career and College Explorations - Ranked Justification; 1219 chars body),6sw-wk6-capstone-presentation-plan.pdf [worksheet/2p] #14579641 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk6-capstone-presentation-plan.pdf/2p #14562778,14579641 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk6-day-3-career-evidence-brief-and-rehearsal,teacher-6sw-wk6-day-3-facilitator-guide,pending,1ycAgpMpdiEtEFGWijh-mh3ZbXkC7KZPSnXjg3ekU2XI,COLLAPSED
6SW-Wk6-Day4,CCE | 6SW Wk6 Day 4 | Capstone Presentations Day 2 + Plan Download + Being a Career Thinker,exit-ticket-only (Career and College Explorations - Concept Map; 1224 chars body),6sw-wk6-capstone-delivery-record.pdf [worksheet/2p] #14579642 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk6-capstone-delivery-record.pdf/2p #14562780,14579642 inDoc=no student=NOT-LINKED teacher=LINKED || 6sw-wk6-capstone-rubric.pdf/2p #14579644 inDoc=no student=LINKED teacher=LINKED",student-6sw-wk6-day-4-communicated-capstone-and-revision,teacher-6sw-wk6-day-4-facilitator-guide,pending,1HwYLdogWDuV55UpLya5XqbbAohqMm9oc7BRrgwa6aMw,COLLAPSED
6SW-Wk6-Day5,CCE | 6SW Wk6 Day 5 | End-of-Year Reflection + Celebration,exit-ticket-only (Career and College Explorations - 3-2-1 Reflective; 1091 chars body),6sw-wk6-final-course-reflection.pdf [worksheet/2p] #14579643 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk6-final-course-reflection.pdf/2p #14562779,14579643 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk6-day-5-reflection-and-transfer-forward,teacher-6sw-wk6-day-5-facilitator-guide,pending,1geEUPCgXGQuwXyoCjrEBrJiG9q9W6eXSho3IzwVo8Nw,COLLAPSED
